Text,Date,No_of_likes,No_of_comments,Year,Clean_Text,Sentiment,Confidence
"राजनीति के दलदल में भी बेदाग रहकर कमल हो जाना, कहां किसी के लिये मुमकिन है,दूसरा अटल हो जाना । पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी जी के अवतरण दिवस पर शत शत नमन । #atalbihariji #AtalBihariVajpayeeihari #Vision2047 #collectivegoodness #LokSabha #NarendraModi #अटल_बिहारी_बाजपेई",2023-12-25 02:52:00,2,0,2024,"राजनीति के दलदल में भी बेदाग रहकर कमल हो जाना, कहां किसी के लिये मुमकिन है,दूसरा अटल हो जाना । पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी जी के अवतरण दिवस पर शत शत नमन । atalbihariji AtalBihariVajpayeeihari Vision2047 collectivegoodness LokSabha NarendraModi अटल_बिहारी_बाजपेई",neutral,0.7895646691322327
Congress ki dalali karunga Loksabha ka chunaav ladunga Wrestling me juniors ka haq marunga Padam shri ka istemal apne propaganda ke liye karunga @BajrangPunia,2023-12-25 04:49:00,0,0,2024,Congress ki dalali karunga Loksabha ka chunaav ladunga Wrestling me juniors ka haq marunga Padam shri ka istemal apne propaganda ke liye karunga,neutral,0.6800312995910645
"Jat, gurjar, meena sab dete hai congress kai hutiyo ko lagta hai log vidhanasabha and loksabha mai voting different karte hai , cm chaiye congress ka but pm chaiye yogi ya modi😂😂yehi bjp nai log hi hack kar rekhe hai",2023-12-25 04:49:00,1,0,2024,"Jat, gurjar, meena sab dete hai congress kai hutiyo ko lagta hai log vidhanasabha and loksabha mai voting different karte hai , cm chaiye congress ka but pm chaiye yogi ya modi😂😂yehi bjp nai log hi hack kar rekhe hai",neutral,0.7254514694213867
"According to the data revealed in the opinion poll of C-Voter, the wind of Congress is visible in Punjab. If elections were held today in the 13 Lok Sabha seats of Punjab, BJP would have got 0-2 seats, Congress would have got 5-7 seats, Aam Aadmi Party would have got 4-6 seats Shiromani Akali Dal would have got 0-2 seats. #LoksabhaElection2024",2023-12-25 03:16:00,35,1,2024,"According to the data revealed in the opinion poll of C-Voter, the wind of Congress is visible in Punjab. If elections were held today in the 13 Lok Sabha seats of Punjab, BJP would have got 0-2 seats, Congress would have got 5-7 seats, Aam Aadmi Party would have got 4-6 seats Shiromani Akali Dal would have got 0-2 seats. LoksabhaElection2024",neutral,0.8731226325035095
What is there to be surprised at? Every lion roams in the forest (a lion never roams in the street) in search of prey who just run away hearing the roar of the lion. Oppn leaders've started fighting among themselves crying wolf. They'd be laid low in 2024 Lok Sabha poll. Wait!,2023-12-25 04:48:00,0,0,2024,What is there to be surprised at? Every lion roams in the forest (a lion never roams in the street) in search of prey who just run away hearing the roar of the lion. Oppn leaders've started fighting among themselves crying wolf. They'd be laid low in 2024 Lok Sabha poll. Wait!,negative,0.51234370470047
same people to remove @narendramodi govt that works also for the unorganised sector of India as well. Next Lok Sabha elections citizens of UP & Bihar should keep in mind and chose progressive govt of @narendramodi ji that works for the people rather than talk them down.,2023-12-25 04:46:00,0,0,2024,same people to remove govt that works also for the unorganised sector of India as well. Next Lok Sabha elections citizens of UP & Bihar should keep in mind and chose progressive govt of ji that works for the people rather than talk them down.,neutral,0.5679022073745728
"Pagal ki aulad in 2014 bjp fought lok sabha without lok sabha and won 3/4th with alliance with Ram Vilas Paswan, yeh faltu k Gyan apne baap ko seekha",2023-12-24 17:06:00,1,0,2024,"Pagal ki aulad in 2014 bjp fought lok sabha without lok sabha and won 3/4th with alliance with Ram Vilas Paswan, yeh faltu k Gyan apne baap ko seekha",neutral,0.8151388168334961
"Watch | यूपी का ओपिनियन पोल, NDA और I.N.D.I.A को कितनी मिलेंगी सीट? @vivekstake | @rajendradev6 | @sanjayjourno https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #UttarPradesh #UpNews",2023-12-25 04:44:00,9,0,2024,"Watch | यूपी का ओपिनियन पोल, NDA और I.N.D.I.A को कितनी मिलेंगी सीट? | | AbpCVoter OponionPolls Loksabha UttarPradesh UpNews",neutral,0.8905373215675354
Watch | महाराष्ट्र में INDIA या NDA! किसे मिलेंगी कितनी सीटें @vivekstake | @rajendradev6 | @rajeshtripath1 https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Maharashtra,2023-12-25 04:44:00,20,4,2024,Watch | महाराष्ट्र में INDIA या NDA! किसे मिलेंगी कितनी सीटें | | AbpCVoter OponionPolls Loksabha Maharashtra,neutral,0.8535168766975403
Loksabha me sab ak sath dete hai bcz candidate itna matter nahi karta.... Udaipurwati seat hi dekh lo...Rajput and Saini dono hi BJP ko denge vote vo bhi daba ke loksabha me...,2023-12-25 04:44:00,2,1,2024,Loksabha me sab ak sath dete hai bcz candidate itna matter nahi karta.... Udaipurwati seat hi dekh lo...Rajput and Saini dono hi BJP ko denge vote vo bhi daba ke loksabha me...,neutral,0.7645092010498047
"ABP CVoter Lok Sabha Opinion Poll 2024 Punjab : 13 seats INC : 5-7 | 27% Vote Share AAP : 4-6 | 25% BJP : 0-2 | 16% SAD : 0-2 | 14% As per this survey, in a four-cornered contest, Congress can become the largest party in Punjab in terms of both vote share and seats.",2023-12-24 12:56:00,243,25,2024,"ABP CVoter Lok Sabha Opinion Poll 2024 Punjab : 13 seats INC : 5-7 | 27% Vote Share AAP : 4-6 | 25% BJP : 0-2 | 16% SAD : 0-2 | 14% As per this survey, in a four-cornered contest, Congress can become the largest party in Punjab in terms of both vote share and seats.",neutral,0.8939118385314941
"Rahul Gandhi की सजा पक्की, BJP करेगी विपक्ष को 'BAN' ? Jagdeep Dhankhar vs INDIA...#rahulgandhi #jagdeepdhankhar #rss #india #bjp #modi #modigovernment #modigovernment #parliamentsecuritybreach #Loksabha #pmmodi #modi #loksabhaelection2024 #parliamentattack #parliamentsecuritybreach #rahulgandhi #indiaalliancemeeting #mallikarjunkharge #amitshah #jagdeepdhankhar #kalyanbanerjee #jantarmantar",2023-12-25 04:43:00,1,0,2024,"Rahul Gandhi की सजा पक्की, BJP करेगी विपक्ष को 'BAN' ? Jagdeep Dhankhar vs INDIA...rahulgandhi jagdeepdhankhar rss india bjp modi modigovernment modigovernment parliamentsecuritybreach Loksabha pmmodi modi loksabhaelection2024 parliamentattack parliamentsecuritybreach rahulgandhi indiaalliancemeeting mallikarjunkharge amitshah jagdeepdhankhar kalyanbanerjee jantarmantar",neutral,0.8352479338645935
@3 seat pe loksabha pe vote h tumhare bus samjha,2023-12-25 04:43:00,0,0,2024,seat pe loksabha pe vote h tumhare bus samjha,neutral,0.8627973198890686
Sachin ji zindagi toh guzar hi jayegi lekin aap mere jaise logon ke santa ban jao iss year and Cong ko Kam se Kam 10 lok sabha seat dila do na pls,2023-12-25 04:41:00,0,0,2024,Sachin ji zindagi toh guzar hi jayegi lekin aap mere jaise logon ke santa ban jao iss year and Cong ko Kam se Kam 10 lok sabha seat dila do na pls,neutral,0.8239099383354187
"2/2--क्योंकि #संघीयों अनुसार, जनता ने उन्हें #MP_MLA चुनकर पाक-साफ घोषित कर दिया! बुड़बक ढोंगी, संघी! #BJP #Congress #INDIAAlliance #RahulGandhiVoiceOfIndia #ParliamentSecurityBreach #LokSabha #parliamentwintersession2023",2023-12-25 04:39:00,0,0,2024,"2/2--क्योंकि संघीयों अनुसार, जनता ने उन्हें MP_MLA चुनकर पाक-साफ घोषित कर दिया! बुड़बक ढोंगी, संघी! BJP Congress INDIAAlliance RahulGandhiVoiceOfIndia ParliamentSecurityBreach LokSabha parliamentwintersession2023",neutral,0.7778704166412354
Dmk party members afraid of Modi and bjp effect in 2024 election due to that they are trying to divide people in the name of south and north so atleast in south they can save loksabha seats to push back. Otherwise politician don't care for common people.,2023-12-25 04:37:00,0,0,2024,Dmk party members afraid of Modi and bjp effect in 2024 election due to that they are trying to divide people in the name of south and north so atleast in south they can save loksabha seats to push back. Otherwise politician don't care for common people.,negative,0.7131496071815491
